año,comuna,división,descripción división,empresas
2019,Santa Elena,02,Silvicultura y extracción de madera,0
2019,Santa Elena,03,Pesca y acuicultura,0
2019,Santa Elena,05,Extracción de carbón de piedra y lignito,0
2019,Santa Elena,07,Extracción de minerales metalíferos,0
2019,Santa Cruz,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",541
2019,Santa Cruz,56,Actividades de servicios de comidas y bebidas,156
2019,Santa Cruz,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,85
2019,Santa Cruz,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",50
2019,Santa Cruz,96,Otras actividades de servicios personales,45
2019,San Javier,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",637
2019,San Javier,56,Actividades de servicios de comidas y bebidas,175
2019,San Javier,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,100
2019,San Javier,14,Confección de prendas de vestir,85
2019,San Javier,96,Otras actividades de servicios personales,72
2019,San Cristobal,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2019,San Cristobal,02,Silvicultura y extracción de madera,0
2019,San Cristobal,03,Pesca y acuicultura,0
2019,San Cristobal,05,Extracción de carbón de piedra y lignito,0
2019,San Cristobal,07,Extracción de minerales metalíferos,0
2019,San Antonio De Prado,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2019,San Antonio De Prado,02,Silvicultura y extracción de madera,0
2019,San Antonio De Prado,03,Pesca y acuicultura,0
2019,San Antonio De Prado,05,Extracción de carbón de piedra y lignito,0
2019,San Antonio De Prado,07,Extracción de minerales metalíferos,0
2019,Robledo,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",811
2019,Robledo,56,Actividades de servicios de comidas y bebidas,248
2019,Robledo,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,121
2019,Robledo,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",99
2019,Robledo,10,Elaboración de productos alimenticios,97
2019,Popular,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",444
2019,Popular,56,Actividades de servicios de comidas y bebidas,149
2019,Popular,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,59
2019,Popular,10,Elaboración de productos alimenticios,34
2019,Popular,96,Otras actividades de servicios personales,30
2019,Palmitas,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2019,Palmitas,02,Silvicultura y extracción de madera,0
2019,Palmitas,03,Pesca y acuicultura,0
2019,Palmitas,05,Extracción de carbón de piedra y lignito,0
2019,Palmitas,07,Extracción de minerales metalíferos,0
2019,Manrique,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",777
2019,Manrique,56,Actividades de servicios de comidas y bebidas,207
2019,Manrique,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,96
2019,Manrique,96,Otras actividades de servicios personales,74
2019,Manrique,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",64
2019,Laureles Estadio,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1884
2019,Laureles Estadio,56,Actividades de servicios de comidas y bebidas,957
2019,Laureles Estadio,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",667
2019,Laureles Estadio,68,Actividades inmobiliarias,646
2019,Laureles Estadio,96,Otras actividades de servicios personales,491
2019,La Candelaria,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",5954
2019,La Candelaria,56,Actividades de servicios de comidas y bebidas,1818
2019,La Candelaria,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",1366
2019,La Candelaria,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",1271
2019,La Candelaria,68,Actividades inmobiliarias,822
2019,La America,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1082
2019,La America,56,Actividades de servicios de comidas y bebidas,334
2019,La America,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",221
2019,La America,96,Otras actividades de servicios personales,207
2019,La America,14,Confección de prendas de vestir,156
2019,Guayabal,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",895
2019,Guayabal,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",449
2019,Guayabal,56,Actividades de servicios de comidas y bebidas,331
2019,Guayabal,14,Confección de prendas de vestir,293
2019,Guayabal,68,Actividades inmobiliarias,202
2019,El Poblado,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1420
2019,El Poblado,70,Actividades de administración empresarial; actividades de consultoría de gestión,1059
2019,El Poblado,56,Actividades de servicios de comidas y bebidas,971
2019,El Poblado,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",912
2019,El Poblado,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",724
2019,Doce De Octubre,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",841
2019,Doce De Octubre,56,Actividades de servicios de comidas y bebidas,202
2019,Doce De Octubre,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,99
2019,Doce De Octubre,10,Elaboración de productos alimenticios,88
2019,Doce De Octubre,14,Confección de prendas de vestir,81
2019,Castilla,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",884
2019,Castilla,56,Actividades de servicios de comidas y bebidas,316
2019,Castilla,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",176
2019,Castilla,10,Elaboración de productos alimenticios,122
2019,Castilla,96,Otras actividades de servicios personales,98
2019,Buenos Aires,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",932
2019,Buenos Aires,56,Actividades de servicios de comidas y bebidas,330
2019,Buenos Aires,96,Otras actividades de servicios personales,158
2019,Buenos Aires,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,122
2019,Buenos Aires,10,Elaboración de productos alimenticios,117
2019,Belen,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1974
2019,Belen,56,Actividades de servicios de comidas y bebidas,663
2019,Belen,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",435
2019,Belen,96,Otras actividades de servicios personales,359
2019,Belen,68,Actividades inmobiliarias,314
2019,Aranjuez,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1144
2019,Aranjuez,56,Actividades de servicios de comidas y bebidas,535
2019,Aranjuez,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",206
2019,Aranjuez,96,Otras actividades de servicios personales,139
2019,Aranjuez,10,Elaboración de productos alimenticios,126
2019,Altavista,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2019,Altavista,02,Silvicultura y extracción de madera,0
2019,Altavista,03,Pesca y acuicultura,0
2019,Altavista,05,Extracción de carbón de piedra y lignito,0
2019,Altavista,07,Extracción de minerales metalíferos,0
2018,Villa Hermosa,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",628
2018,Villa Hermosa,56,Actividades de servicios de comidas y bebidas,173
2018,Villa Hermosa,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,115
2018,Villa Hermosa,10,Elaboración de productos alimenticios,68
2018,Villa Hermosa,96,Otras actividades de servicios personales,60
2018,Sin Georreferenciar,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",3494
2018,Sin Georreferenciar,56,Actividades de servicios de comidas y bebidas,1177
2018,Sin Georreferenciar,68,Actividades inmobiliarias,953
2018,Sin Georreferenciar,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",716
2018,Sin Georreferenciar,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,598
2018,Santa Elena,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2018,Santa Elena,02,Silvicultura y extracción de madera,0
2018,Santa Elena,03,Pesca y acuicultura,0
2018,Santa Elena,05,Extracción de carbón de piedra y lignito,0
2018,Santa Elena,07,Extracción de minerales metalíferos,0
2018,Santa Cruz,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",486
2018,Santa Cruz,56,Actividades de servicios de comidas y bebidas,154
2018,Santa Cruz,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,83
2018,Santa Cruz,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",50
2018,Santa Cruz,10,Elaboración de productos alimenticios,40
2018,San Javier,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",692
2018,San Javier,56,Actividades de servicios de comidas y bebidas,166
2018,San Javier,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,100
2018,San Javier,14,Confección de prendas de vestir,83
2018,San Javier,10,Elaboración de productos alimenticios,59
2018,San Cristobal,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2018,San Cristobal,02,Silvicultura y extracción de madera,0
2018,San Cristobal,03,Pesca y acuicultura,0
2018,San Cristobal,05,Extracción de carbón de piedra y lignito,0
2018,San Cristobal,07,Extracción de minerales metalíferos,0
2018,San Antonio De Prado,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2018,San Antonio De Prado,02,Silvicultura y extracción de madera,0
2018,San Antonio De Prado,03,Pesca y acuicultura,0
2018,San Antonio De Prado,05,Extracción de carbón de piedra y lignito,0
2018,San Antonio De Prado,07,Extracción de minerales metalíferos,0
2018,Robledo,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",789
2018,Robledo,56,Actividades de servicios de comidas y bebidas,227
2018,Robledo,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,122
2018,Robledo,10,Elaboración de productos alimenticios,94
2018,Robledo,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",86
2018,Popular,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",402
2018,Popular,56,Actividades de servicios de comidas y bebidas,152
2018,Popular,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,59
2018,Popular,10,Elaboración de productos alimenticios,27
2018,Popular,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",26
2018,Palmitas,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2018,Palmitas,02,Silvicultura y extracción de madera,0
2018,Palmitas,03,Pesca y acuicultura,0
2018,Palmitas,05,Extracción de carbón de piedra y lignito,0
2018,Palmitas,07,Extracción de minerales metalíferos,0
2018,Manrique,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",742
2018,Manrique,56,Actividades de servicios de comidas y bebidas,196
2018,Manrique,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,97
2018,Manrique,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",85
2018,Manrique,96,Otras actividades de servicios personales,65
2018,Laureles Estadio,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1816
2018,Laureles Estadio,56,Actividades de servicios de comidas y bebidas,911
2018,Laureles Estadio,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",652
2018,Laureles Estadio,68,Actividades inmobiliarias,580
2018,Laureles Estadio,96,Otras actividades de servicios personales,439
2018,La Candelaria,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",5776
2018,La Candelaria,56,Actividades de servicios de comidas y bebidas,1729
2018,La Candelaria,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",1294
2018,La Candelaria,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",1268
2018,La Candelaria,68,Actividades inmobiliarias,762
2018,La America,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1081
2018,La America,56,Actividades de servicios de comidas y bebidas,306
2018,La America,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",219
2018,La America,96,Otras actividades de servicios personales,200
2018,La America,14,Confección de prendas de vestir,153
2018,Guayabal,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",865
2018,Guayabal,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",407
2018,Guayabal,56,Actividades de servicios de comidas y bebidas,315
2018,Guayabal,14,Confección de prendas de vestir,281
2018,Guayabal,10,Elaboración de productos alimenticios,176
2018,El Poblado,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1429
2018,El Poblado,70,Actividades de administración empresarial; actividades de consultoría de gestión,1009
2018,El Poblado,56,Actividades de servicios de comidas y bebidas,941
2018,El Poblado,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",876
2018,El Poblado,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",689
2018,Doce De Octubre,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",816
2018,Doce De Octubre,56,Actividades de servicios de comidas y bebidas,217
2018,Doce De Octubre,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,108
2018,Doce De Octubre,10,Elaboración de productos alimenticios,81
2018,Doce De Octubre,96,Otras actividades de servicios personales,70
2018,Castilla,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",852
2018,Castilla,56,Actividades de servicios de comidas y bebidas,313
2018,Castilla,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",153
2018,Castilla,10,Elaboración de productos alimenticios,119
2018,Castilla,96,Otras actividades de servicios personales,104
2018,Buenos Aires,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",924
2018,Buenos Aires,56,Actividades de servicios de comidas y bebidas,328
2018,Buenos Aires,96,Otras actividades de servicios personales,140
2018,Buenos Aires,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,121
2018,Buenos Aires,10,Elaboración de productos alimenticios,113
2018,Belen,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1877
2018,Belen,56,Actividades de servicios de comidas y bebidas,621
2018,Belen,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",433
2018,Belen,96,Otras actividades de servicios personales,319
2018,Belen,14,Confección de prendas de vestir,300
2018,Aranjuez,47,"Comercio al por menor (incluso el comercio al por menor de combustibles), excepto el de vehículos automotores y motocicletas",1130
2018,Aranjuez,56,Actividades de servicios de comidas y bebidas,498
2018,Aranjuez,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",200
2018,Aranjuez,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,130
2018,Aranjuez,10,Elaboración de productos alimenticios,121
2018,Altavista,01,"Agricultura, ganadería, caza y actividades de servicios conexas ",0
2018,Altavista,02,Silvicultura y extracción de madera,0
2018,Altavista,03,Pesca y acuicultura,0
2018,Altavista,05,Extracción de carbón de piedra y lignito,0
2018,Altavista,07,Extracción de minerales metalíferos,0
