año,comuna,CIIU,sección,descripción sección,división,descripción división,grupo,descripción grupo,clase,descripción clase,empresas
2019,Aranjuez,2513,C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",251,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",2513,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central",0
2019,Aranjuez,2591,C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2591,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",1
2019,Aranjuez,2592,C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2592,Tratamiento y revestimiento de metales; mecanizado,0
2019,Aranjuez,2593,C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2593,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",0
2019,Aranjuez,2599,C,INDUSTRIAS MANUFACTURERAS,25,"Fabricación de productos elaborados de metal, excepto maquinaria y equipo",259,Fabricación de otros productos elaborados de metal y actividades de servicios relacionadas con el trabajo de metales,2599,Fabricación de otros productos elaborados de metal n.c.p.,11
2019,Aranjuez,2610,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",261,Fabricación de componentes y tableros electrónicos,2610,Fabricación de componentes y tableros electrónicos,1
2019,Aranjuez,2620,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",262,Fabricación de computadoras y de equipo periférico,2620,Fabricación de computadoras y de equipo periférico,0
2019,Aranjuez,2630,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",263,Fabricación de equipos de comunicación,2630,Fabricación de equipos de comunicación,0
2019,Aranjuez,2640,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",264,Fabricación de aparatos electrónicos de consumo,2640,Fabricación de aparatos electrónicos de consumo,0
2019,Aranjuez,2651,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",265,"Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes",2651,"Fabricación de equipo de medición, prueba, navegación y control",2
2019,Aranjuez,2652,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",265,"Fabricación de equipo de medición, prueba, navegación y control; fabricación de relojes",2652,Fabricación de relojes,1
2019,Aranjuez,2660,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",266,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,2660,Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico,0
2019,Aranjuez,2670,C,INDUSTRIAS MANUFACTURERAS,26,"Fabricación de productos informáticos, electrónicos y ópticos",267,Fabricación de instrumentos ópticos y equipo fotográfico,2670,Fabricación de instrumentos ópticos y equipo fotográfico,1
2019,Aranjuez,2711,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica",2711,"Fabricación de motores, generadores y transformadores eléctricos",0
2019,Aranjuez,2712,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,271,"Fabricación de motores, generadores y transformadores eléctricos y de aparatos de distribución y control de la energía eléctrica",2712,Fabricación de aparatos de distribución y control de la energía eléctrica,0
2019,Aranjuez,2720,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,272,"Fabricación de pilas, baterías y acumuladores eléctricos",2720,"Fabricación de pilas, baterías y acumuladores eléctricos",0
2019,Aranjuez,2731,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,273,Fabricación de hilos y cables aislados y sus dispositivos,2731,Fabricación de hilos y cables eléctricos y de fibra óptica,0
2019,Aranjuez,2732,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,273,Fabricación de hilos y cables aislados y sus dispositivos,2732,Fabricación de dispositivos de cableado,0
2019,Aranjuez,2740,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,274,Fabricación de equipos eléctricos de iluminación,2740,Fabricación de equipos eléctricos de iluminación,1
2019,Aranjuez,2750,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,275,Fabricación de aparatos de uso doméstico,2750,Fabricación de aparatos de uso doméstico,3
2019,Aranjuez,2790,C,INDUSTRIAS MANUFACTURERAS,27,Fabricación de aparatos y equipo eléctrico,279,Fabricación de otros tipos de equipo eléctrico n.c.p.,2790,Fabricación de otros tipos de equipo eléctrico n.c.p.,1
2019,Aranjuez,2811,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2811,"Fabricación de motores, turbinas, y partes para motores de combustión interna",0
2019,Aranjuez,2812,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2812,Fabricación de equipos de potencia hidráulica y neumática,1
2019,Aranjuez,2813,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2813,"Fabricación de otras bombas, compresores, grifos y válvulas",0
2019,Aranjuez,2814,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2814,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión",0
2019,Aranjuez,2815,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2815,"Fabricación de hornos, hogares y quemadores industriales",0
2019,Aranjuez,2816,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2816,Fabricación de equipo de elevación y manipulación,1
2019,Aranjuez,2817,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2817,Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico),1
2019,Aranjuez,2819,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,281,Fabricación de maquinaria y equipo de uso general,2819,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.,1
2019,Aranjuez,2821,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2821,Fabricación de maquinaria agropecuaria y forestal,0
2019,Aranjuez,2822,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2822,Fabricación de máquinas formadoras de metal y de máquinas herramienta,0
2019,Aranjuez,2823,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2823,Fabricación de maquinaria para la metalurgia,0
2019,Aranjuez,2824,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2824,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción,1
2019,Aranjuez,2825,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2825,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",1
2019,Aranjuez,2826,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2826,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros",0
2019,Aranjuez,2829,C,INDUSTRIAS MANUFACTURERAS,28,Fabricación de maquinaria y equipo n.c.p.,282,Fabricación de maquinaria y equipo de uso especial,2829,Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.,2
2019,Aranjuez,2910,C,INDUSTRIAS MANUFACTURERAS,29,"Fabricación de vehículos automotores, remolques y semirremolques",291,Fabricación de vehículos automotores y sus motores,2910,Fabricación de vehículos automotores y sus motores,0
2019,Aranjuez,2920,C,INDUSTRIAS MANUFACTURERAS,29,"Fabricación de vehículos automotores, remolques y semirremolques",292,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,2920,Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques ,0
2019,Aranjuez,2930,C,INDUSTRIAS MANUFACTURERAS,29,"Fabricación de vehículos automotores, remolques y semirremolques",293,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",2930,"Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4
2019,Aranjuez,3011,C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,301,Construcción de barcos y otras embarcaciones,3011,Construcción de barcos y de estructuras flotantes,0
2019,Aranjuez,3012,C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,301,Construcción de barcos y otras embarcaciones,3012,Construcción de embarcaciones de recreo y deporte,0
2019,Aranjuez,3030,C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,303,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",3030,"Fabricación de aeronaves, naves espaciales y de maquinaria conexa",0
2019,Aranjuez,3091,C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,309,Fabricación de otros tipos de equipo de transporte n.c.p.,3091,Fabricación de motocicletas,0
2019,Aranjuez,3092,C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,309,Fabricación de otros tipos de equipo de transporte n.c.p.,3092,Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad,0
2019,Aranjuez,3099,C,INDUSTRIAS MANUFACTURERAS,30,Fabricación de otros tipos de equipo de transporte,309,Fabricación de otros tipos de equipo de transporte n.c.p.,3099,Fabricación de otros tipos de equipo de transporte n.c.p.,0
2019,Aranjuez,3110,C,INDUSTRIAS MANUFACTURERAS,31,"Fabricación de muebles, colchones y somieres",311,Fabricación de muebles ,3110,Fabricación de muebles ,44
2019,Aranjuez,3120,C,INDUSTRIAS MANUFACTURERAS,31,"Fabricación de muebles, colchones y somieres",312,Fabricación de colchones y somieres,3120,Fabricación de colchones y somieres,6
2019,Aranjuez,3210,C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,321,"Fabricación de joyas, bisutería y artículos conexos",3210,"Fabricación de joyas, bisutería y artículos conexos",9
2019,Aranjuez,3220,C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,322,Fabricación de instrumentos musicales,3220,Fabricación de instrumentos musicales,0
2019,Aranjuez,3230,C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,323,Fabricación de artículos y equipo para la práctica del deporte,3230,Fabricación de artículos y equipo para la práctica del deporte,1
2019,Aranjuez,3240,C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,324,"Fabricación de juegos, juguetes y rompecabezas",3240,"Fabricación de juegos, juguetes y rompecabezas",1
2019,Aranjuez,3250,C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,325,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",3250,"Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)",5
2019,Aranjuez,3290,C,INDUSTRIAS MANUFACTURERAS,32,Otras industrias manufactureras,329,Otras industrias manufactureras n.c.p.,3290,Otras industrias manufactureras n.c.p.,11
2019,Aranjuez,3311,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3311,Mantenimiento y reparación especializado de productos elaborados en metal,8
2019,Aranjuez,3312,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3312,Mantenimiento y reparación especializado de maquinaria y equipo,16
2019,Aranjuez,3313,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3313,Mantenimiento y reparación especializado de equipo electrónico y óptico,4
2019,Aranjuez,3314,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3314,Mantenimiento y reparación especializado de equipo eléctrico,1
2019,Aranjuez,3315,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3315,"Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas",1
2019,Aranjuez,3319,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",331,Mantenimiento y reparación especializado de productos elaborados en metal y de maquinaria y equipo,3319,Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.,0
2019,Aranjuez,3320,C,INDUSTRIAS MANUFACTURERAS,33,"Instalación, mantenimiento y reparación especializado de maquinaria y equipo",332,Instalación especializada de maquinaria y equipo industrial ,3320,Instalación especializada de maquinaria y equipo industrial ,0
2019,Aranjuez,3511,D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3511,Generación de energía eléctrica,0
2019,Aranjuez,3512,D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3512,Transmisión de energía eléctrica,0
2019,Aranjuez,3513,D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3513,Distribución de energía eléctrica,0
2019,Aranjuez,3514,D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",351,"Generación, transmisión, distribución y comercialización de energía eléctrica",3514,Comercialización de energía eléctrica,0
2019,Aranjuez,3520,D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",352,Producción de gas; distribución de combustibles gaseosos por tuberías,3520,Producción de gas; distribución de combustibles gaseosos por tuberías,1
2019,Aranjuez,3530,D,"SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO",35,"Suministro de electricidad, gas, vapor y aire acondicionado ",353,Suministro de vapor y aire acondicionado,3530,Suministro de vapor y aire acondicionado,0
2019,Aranjuez,3600,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",36,"Captación, tratamiento y distribución de agua",360,"Captación, tratamiento y distribución de agua",3600,"Captación, tratamiento y distribución de agua",0
2019,Aranjuez,3700,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",37,Evacuación y tratamiento de aguas residuales,370,Evacuación y tratamiento de aguas residuales,3700,Evacuación y tratamiento de aguas residuales,0
2019,Aranjuez,3811,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",381,Recolección de desechos,3811,Recolección de desechos no peligrosos,4
2019,Aranjuez,3812,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",381,Recolección de desechos,3812,Recolección de desechos peligrosos,0
2019,Aranjuez,3821,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",382,Tratamiento y disposición de desechos,3821,Tratamiento y disposición de desechos no peligrosos,0
2019,Aranjuez,3822,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",382,Tratamiento y disposición de desechos,3822,Tratamiento y disposición de desechos peligrosos,0
2019,Aranjuez,3830,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",38,"Recolección, tratamiento y disposición de desechos, recuperación de materiales",383,Recuperación de materiales,3830,Recuperación de materiales,37
2019,Aranjuez,3900,E,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",39,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,390,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,3900,Actividades de saneamiento ambiental y otros servicios de gestión de desechos,4
2019,Aranjuez,4111,F,CONSTRUCCIÓN,41,Construcción de edificios,411,Construcción de edificios,4111,Construcción de edificios residenciales,41
2019,Aranjuez,4112,F,CONSTRUCCIÓN,41,Construcción de edificios,411,Construcción de edificios,4112,Construcción de edificios no residenciales,2
2019,Aranjuez,4210,F,CONSTRUCCIÓN,42,Obras de ingeniería civil,421,Construcción de carreteras y vías de ferrocarril,4210,Construcción de carreteras y vías de ferrocarril,0
2019,Aranjuez,4220,F,CONSTRUCCIÓN,42,Obras de ingeniería civil,422,Construcción de proyectos de servicio público,4220,Construcción de proyectos de servicio público,6
2019,Aranjuez,4290,F,CONSTRUCCIÓN,42,Obras de ingeniería civil,429,Construcción de otras obras de ingeniería civil,4290,Construcción de otras obras de ingeniería civil,19
2019,Aranjuez,4311,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,431,Demolición y preparación del terreno,4311,Demolición,0
2019,Aranjuez,4312,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,431,Demolición y preparación del terreno,4312,Preparación del terreno,4
2019,Aranjuez,4321,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",4321,Instalaciones eléctricas,19
2019,Aranjuez,4322,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",4322,"Instalaciones de fontanería, calefacción y aire acondicionado",11
2019,Aranjuez,4329,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,432,"Instalaciones eléctricas, de fontanería y otras instalaciones especializadas",4329,Otras instalaciones especializadas,6
2019,Aranjuez,4330,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,433,Terminación y acabado de edificios y obras de ingeniería civil,4330,Terminación y acabado de edificios y obras de ingeniería civil,54
2019,Aranjuez,4390,F,CONSTRUCCIÓN,43,Actividades especializadas para la construcción de edificios y obras de ingeniería civil,439,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,4390,Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil,16
2019,Aranjuez,4511,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",451,Comercio de vehículos automotores,4511,Comercio de vehículos automotores nuevos,2
2019,Aranjuez,4512,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",451,Comercio de vehículos automotores,4512,Comercio de vehículos automotores usados,6
2019,Aranjuez,4520,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",452,Mantenimiento y reparación de vehículos automotores,4520,Mantenimiento y reparación de vehículos automotores,108
2019,Aranjuez,4530,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",453,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",4530,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",50
2019,Aranjuez,4541,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",454,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",4541,"Comercio de motocicletas y de sus partes, piezas y accesorios",15
2019,Aranjuez,4542,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,45,"Comercio, mantenimiento y reparación de vehículos automotores y motocicletas, sus partes, piezas y accesorios",454,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios",4542,Mantenimiento y reparación de motocicletas y de sus partes y piezas,25
2019,Aranjuez,4610,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",461,Comercio al por mayor a cambio de una retribución o por contrata,4610,Comercio al por mayor a cambio de una retribución o por contrata,0
2019,Aranjuez,4620,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",462,Comercio al por mayor de materias primas agropecuarias; animales vivos,4620,Comercio al por mayor de materias primas agropecuarias; animales vivos,5
2019,Aranjuez,4631,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",463,"Comercio al por mayor de alimentos, bebidas y tabaco",4631,Comercio al por mayor de productos alimenticios,21
2019,Aranjuez,4632,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",463,"Comercio al por mayor de alimentos, bebidas y tabaco",4632,Comercio al por mayor de bebidas y tabaco,0
2019,Aranjuez,4641,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4641,"Comercio al por mayor de productos textiles, productos confeccionados para uso doméstico",0
2019,Aranjuez,4642,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4642,Comercio al por mayor de prendas de vestir,1
2019,Aranjuez,4643,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4643,Comercio al por mayor de calzado,1
2019,Aranjuez,4644,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4644,Comercio al por mayor de aparatos y equipo de uso doméstico,0
2019,Aranjuez,4645,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4645,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",6
2019,Aranjuez,4649,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",464,Comercio al por mayor de artículos y enseres domésticos (incluidas prendas de vestir),4649,Comercio al por mayor de otros utensilios domésticos n.c.p.,1
2019,Aranjuez,4651,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",465,Comercio al por mayor de maquinaria y equipo ,4651,"Comercio al por mayor de computadores, equipo periférico y programas de informática",0
2019,Aranjuez,4652,G,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,46,"Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas",465,Comercio al por mayor de maquinaria y equipo ,4652,"Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",3
