"AÑO","CIIU","Descripción","ALTAVISTA","ARANJUEZ","BELEN","BUENOS AIRES","CASTILLA","DOCE DE OCTUBRE","EL POBLADO","GUAYABAL","LA AMERICA","LA CANDELARIA","LAURELES-ESTADIO","MANRIQUE","PALMITAS","POPULAR","ROBLEDO","SAN ANTONIO DE PRADO","SAN CRISTOBAL","SAN JAVIER","SANTA CRUZ","SANTA ELENA","VILLA HERMOSA","Sin georreferenciar"
"2019","2,640","Fabricación de aparatos electrónicos de consumo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1"
"2019","2,651","Fabricación de equipo de medición, prueba, navegación y control","0","2","2","2","0","0","1","0","2","6","0","0","0","0","0","0","0","1","0","0","0","2"
"2019","2,652","Fabricación de relojes","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,660","Fabricación de equipo de irradiación y equipo electrónico de uso médico y terapéutico","0","0","3","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","2"
"2019","2,670","Fabricación de instrumentos ópticos y equipo fotográfico","0","1","0","1","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,711","Fabricación de motores, generadores y transformadores eléctricos","0","0","0","0","0","0","1","0","2","3","0","0","0","1","0","0","0","0","0","0","0","0"
"2019","2,712","Fabricación de aparatos de distribución y control de la energía eléctrica","0","0","0","0","0","0","1","6","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,720","Fabricación de pilas, baterías y acumuladores eléctricos","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,731","Fabricación de hilos y cables eléctricos y de fibra óptica","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,732","Fabricación de dispositivos de cableado","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,740","Fabricación de equipos eléctricos de iluminación","0","1","3","0","0","0","4","2","1","3","2","1","0","0","0","0","0","1","0","0","0","1"
"2019","2,750","Fabricación de aparatos de uso doméstico","0","3","4","0","0","0","2","3","0","10","0","1","0","0","0","0","0","1","0","0","1","1"
"2019","2,790","Fabricación de otros tipos de equipo eléctrico n.c.p.","0","1","5","2","0","1","3","5","4","6","3","1","0","0","0","0","0","0","0","0","1","3"
"2019","2,811","Fabricación de motores, turbinas, y partes para motores de combustión interna","0","0","0","1","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,812","Fabricación de equipos de potencia hidráulica y neumática","0","1","0","0","1","0","0","3","0","2","2","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,813","Fabricación de otras bombas, compresores, grifos y válvulas","0","0","1","0","1","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,814","Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"2019","2,815","Fabricación de hornos, hogares y quemadores industriales","0","0","0","0","0","0","1","2","2","4","0","0","0","0","1","0","0","0","0","0","0","3"
"2019","2,816","Fabricación de equipo de elevación y manipulación","0","1","2","0","1","0","0","6","2","2","2","0","0","0","0","0","0","1","0","0","0","0"
"2019","2,817","Fabricación de maquinaria y equipo de oficina (excepto computadoras y equipo periférico)","0","1","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,819","Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.","0","1","6","0","4","1","6","15","1","15","7","0","0","0","1","0","0","1","1","0","1","7"
"2019","2,821","Fabricación de maquinaria agropecuaria y forestal","0","0","0","0","0","0","1","1","0","3","3","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,822","Fabricación de máquinas formadoras de metal y de máquinas herramienta","0","0","0","1","0","0","2","4","1","3","0","1","0","0","0","0","0","0","0","0","0","1"
"2019","2,823","Fabricación de maquinaria para la metalurgia","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,824","Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción","0","1","0","0","0","0","2","2","0","3","2","0","0","1","1","0","0","0","2","0","0","0"
"2019","2,825","Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","0","1","1","0","4","0","2","5","0","2","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,826","Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","0","0","1","0","0","0","0","3","1","5","1","0","0","0","0","0","0","0","0","0","0","1"
"2019","2,829","Fabricación de otros tipos de maquinaria y equipo de uso especial n.c.p.","0","2","2","1","6","1","5","9","0","5","3","0","0","0","0","0","0","1","0","0","0","5"
"2019","2,910","Fabricación de vehículos automotores y sus motores","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","2,920","Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques","0","0","1","0","3","0","0","3","1","2","2","0","0","0","0","0","0","1","1","0","0","4"
"2019","2,930","Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores","0","4","4","0","2","0","5","15","2","29","3","0","0","0","1","0","0","1","1","0","4","8"
"2019","3,011","Construcción de barcos y de estructuras flotantes","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,012","Construcción de embarcaciones de recreo y deporte","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,030","Fabricación de aeronaves, naves espaciales y de maquinaria conexa","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,091","Fabricación de motocicletas","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","3,092","Fabricación de bicicletas y de sillas de ruedas para personas con discapacidad","0","0","2","0","0","0","1","3","0","1","3","0","0","0","0","0","0","0","0","0","0","1"
"2019","3,099","Fabricación de otros tipos de equipo de transporte n.c.p.","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,110","Fabricación de muebles","0","44","58","14","13","12","18","42","20","127","40","9","0","7","11","0","0","8","4","0","10","62"
"2019","3,120","Fabricación de colchones y somieres","0","6","3","1","5","3","0","2","2","8","27","4","0","0","1","0","0","1","3","0","1","8"
"2019","3,210","Fabricación de joyas, bisutería y artículos conexos","0","9","16","8","4","2","39","3","10","103","34","2","0","0","6","0","0","6","1","0","0","43"
"2019","3,220","Fabricación de instrumentos musicales","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1"
"2019","3,230","Fabricación de artículos y equipo para la práctica del deporte","0","1","5","1","0","2","4","1","3","10","2","1","0","0","0","0","0","0","0","0","1","4"
"2019","3,240","Fabricación de juegos, juguetes y rompecabezas","0","1","1","2","1","0","5","2","4","5","2","3","0","0","0","0","0","1","0","0","0","4"
"2019","3,250","Fabricación de instrumentos, aparatos y materiales médicos y odontológicos (incluido mobiliario)","0","5","27","7","1","1","14","6","8","45","26","1","0","5","4","0","0","4","1","0","4","23"
"2019","3,290","Otras industrias manufactureras n.c.p.","0","11","12","8","9","10","21","40","15","58","20","6","0","2","6","0","0","4","1","0","3","22"
"2019","3,311","Mantenimiento y reparación especializado de productos elaborados en metal","0","8","8","5","5","1","2","17","4","29","7","4","0","1","3","0","0","2","1","0","3","8"
"2019","3,312","Mantenimiento y reparación especializado de maquinaria y equipo","0","16","48","21","27","22","23","56","19","108","48","10","0","2","17","0","0","9","5","0","7","99"
"2019","3,313","Mantenimiento y reparación especializado de equipo electrónico y óptico","0","4","12","1","2","1","3","6","5","17","6","2","0","0","5","0","0","3","0","0","0","9"
"2019","3,314","Mantenimiento y reparación especializado de equipo eléctrico","0","1","7","3","1","4","5","8","5","20","9","0","0","0","2","0","0","1","1","0","2","11"
"2019","3,315","Mantenimiento y reparación especializado de equipo de transporte, excepto los vehículos automotores, motocicletas y bicicletas","0","1","0","2","0","0","6","0","2","5","2","0","0","0","0","0","0","0","0","0","0","11"
"2019","3,319","Mantenimiento y reparación de otros tipos de equipos y sus componentes n.c.p.","0","0","7","2","3","2","8","7","2","11","2","2","0","0","2","0","0","0","0","0","1","9"
"2019","3,320","Instalación especializada de maquinaria y equipo industrial","0","0","3","1","0","1","2","3","3","5","8","2","0","0","2","0","0","1","1","0","0","9"
"2019","3,511","Generación de energía eléctrica","0","0","4","1","0","0","63","2","0","9","8","0","0","0","0","0","0","0","0","0","1","7"
"2019","3,512","Transmisión de energía eléctrica","0","0","0","0","0","0","5","3","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"2019","3,513","Distribución de energía eléctrica","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,514","Comercialización de energía eléctrica","0","0","1","0","0","0","6","0","1","0","1","0","0","0","0","0","0","0","0","0","0","3"
"2019","3,520","Producción de gas; distribución de combustibles gaseosos por tuberías","0","1","0","0","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0"
"2019","3,530","Suministro de vapor y aire acondicionado","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","0","0","1"
"2019","3,600","Captación, tratamiento y distribución de agua","0","0","2","0","2","1","3","0","3","1","10","0","0","0","2","0","0","0","0","0","1","4"
"2019","3,700","Evacuación y tratamiento de aguas residuales","0","0","1","0","0","0","3","2","2","2","2","1","0","0","1","0","0","0","0","0","0","1"
"2019","3,811","Recolección de desechos no peligrosos","0","4","1","1","0","0","5","3","0","7","2","0","0","0","0","0","0","0","0","0","0","5"
"2019","3,812","Recolección de desechos peligrosos","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,821","Tratamiento y disposición de desechos no peligrosos","0","0","0","0","1","0","2","0","3","2","2","0","0","0","0","0","0","1","0","0","0","0"
"2019","3,822","Tratamiento y disposición de desechos peligrosos","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2019","3,830","Recuperación de materiales","0","37","9","6","8","8","1","16","5","58","9","6","0","3","8","0","0","4","19","0","5","50"
"2019","3,900","Actividades de saneamiento ambiental y otros servicios de gestión de desechos","0","4","3","0","2","1","6","1","1","3","1","1","0","0","2","0","0","0","1","0","1","9"
"2019","4,111","Construcción de edificios residenciales","0","41","115","52","26","50","343","33","66","160","161","48","0","24","54","0","0","39","27","0","44","362"
"2019","4,112","Construcción de edificios no residenciales","0","2","21","1","5","8","51","8","4","39","22","3","0","0","7","0","0","0","1","0","6","36"
"2019","4,210","Construcción de carreteras y vías de ferrocarril","0","0","15","1","5","1","30","6","3","21","9","3","0","0","3","0","0","3","1","0","1","19"
"2019","4,220","Construcción de proyectos de servicio público","0","6","7","3","2","2","11","3","6","3","13","0","0","0","3","0","0","1","0","0","1","22"
"2019","4,290","Construcción de otras obras de ingeniería civil","0","19","114","38","28","34","217","54","61","149","146","20","0","15","48","0","0","32","16","0","28","309"
"2019","4,311","Demolición","0","0","2","0","0","1","3","1","1","2","1","0","0","0","0","0","0","1","0","0","0","6"
"2019","4,312","Preparación del terreno","0","4","12","5","3","2","18","5","8","11","4","4","0","2","3","0","0","2","3","0","4","24"
"2019","4,321","Instalaciones eléctricas","0","19","49","25","19","21","41","33","33","41","59","19","0","11","25","0","0","22","19","0","24","101"
"2019","4,322","Instalaciones de fontanería, calefacción y aire acondicionado","0","11","25","17","12","12","8","18","5","36","13","17","0","8","19","0","0","8","9","0","5","78"
"2019","4,329","Otras instalaciones especializadas","0","6","12","6","4","9","8","10","9","10","14","5","0","3","6","0","0","1","4","0","10","24"
"2019","4,330","Terminación y acabado de edificios y obras de ingeniería civil","0","54","81","55","39","42","55","26","49","108","101","40","0","26","49","0","0","54","41","0","49","280"
"2019","4,390","Otras actividades especializadas para la construcción de edificios y obras de ingeniería civil","0","16","47","14","14","12","83","26","21","40","50","11","0","9","19","0","0","12","9","0","24","116"
"2019","4,511","Comercio de vehículos automotores nuevos","0","2","5","3","2","0","42","7","1","19","9","0","0","1","1","0","0","1","0","0","1","12"
