"AÑO","CIIU","Descripción","ALTAVISTA","ARANJUEZ","BELEN","BUENOS AIRES","CASTILLA","DOCE DE OCTUBRE","EL POBLADO","GUAYABAL","LA AMERICA","LA CANDELARIA","LAURELES-ESTADIO","MANRIQUE","PALMITAS","POPULAR","ROBLEDO","SAN ANTONIO DE PRADO","SAN CRISTOBAL","SAN JAVIER","SANTA CRUZ","SANTA ELENA","VILLA HERMOSA","Sin georreferenciar"
"2020","7,490","Otras actividades profesionales, científicas y técnicas n.c.p.","0","5","59","14","10","5","369","49","28","74","82","7","0","0","9","0","0","4","1","0","6","223"
"2020","7,500","Actividades veterinarias","0","10","29","7","8","2","15","9","16","12","22","1","0","1","8","0","0","1","2","0","6","26"
"2020","7,710","Alquiler y arrendamiento de vehículos automotores","0","1","10","2","0","1","37","5","3","7","11","0","0","0","5","0","0","2","0","0","1","13"
"2020","7,721","Alquiler y arrendamiento de equipo recreativo y deportivo","0","0","1","1","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3"
"2020","7,722","Alquiler de videos y discos","0","4","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1"
"2020","7,729","Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.","0","2","15","5","3","5","11","2","9","35","9","1","0","1","6","0","0","3","0","0","2","17"
"2020","7,730","Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.","0","8","24","11","6","1","57","48","22","25","24","5","0","0","6","0","0","4","1","0","3","55"
"2020","7,740","Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor","0","1","0","0","0","0","11","4","0","4","4","0","0","0","0","0","0","0","0","0","0","8"
"2020","7,810","Actividades de agencias de empleo","0","0","2","0","0","0","10","0","1","2","5","0","0","0","0","0","0","0","0","0","0","3"
"2020","7,820","Actividades de agencias de empleo temporal","0","1","2","0","0","0","12","3","3","18","9","0","0","0","1","0","0","0","0","0","0","4"
"2020","7,830","Otras actividades de suministro de recurso humano","0","1","5","1","1","1","12","2","3","10","9","1","0","0","3","0","0","0","0","0","0","12"
"2020","7,911","Actividades de las agencias de viaje","0","6","37","11","7","6","67","20","15","71","46","4","0","4","15","0","0","10","2","0","8","70"
"2020","7,912","Actividades de operadores turísticos","0","10","18","7","6","5","53","5","13","29","27","3","0","2","6","0","0","12","3","0","8","64"
"2020","7,990","Otros servicios de reserva y actividades relacionadas","0","0","6","2","0","0","16","3","1","9","6","0","0","0","1","0","0","3","0","0","1","12"
"2020","8,010","Actividades de seguridad privada","0","0","8","0","2","0","9","2","9","5","21","0","0","0","0","0","0","0","0","0","0","10"
"2020","8,020","Actividades de servicios de sistemas de seguridad","0","2","16","6","4","5","9","6","8","14","19","0","0","0","4","0","0","3","0","0","5","29"
"2020","8,030","Actividades de detectives e investigadores privados","0","1","1","0","0","1","0","0","0","3","5","1","0","0","0","0","0","0","0","0","0","6"
"2020","8,110","Actividades combinadas de apoyo a instalaciones","0","2","3","1","1","0","4","1","2","5","3","0","0","1","0","0","0","0","1","0","2","4"
"2020","8,121","Limpieza general interior de edificios","0","5","8","6","2","1","11","2","8","15","11","2","0","1","3","0","0","5","4","0","0","16"
"2020","8,129","Otras actividades de limpieza de edificios e instalaciones industriales","0","9","16","8","3","2","15","7","13","25","25","2","0","1","9","0","0","5","2","0","9","38"
"2020","8,130","Actividades de paisajismo y servicios de mantenimiento conexos","0","2","5","4","2","1","11","1","3","14","11","2","0","0","6","0","0","1","1","0","2","33"
"2020","8,211","Actividades combinadas de servicios administrativos de oficina","0","1","9","2","2","0","63","6","4","33","12","0","0","0","4","0","0","1","0","0","1","23"
"2020","8,219","Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina","0","0","7","0","1","3","7","3","6","15","9","2","0","2","5","0","0","1","3","0","3","13"
"2020","8,220","Actividades de centros de llamadas (Call center)","0","0","8","2","1","1","40","8","2","20","11","1","0","0","1","0","0","0","0","0","1","14"
"2020","8,230","Organización de convenciones y eventos comerciales","0","8","28","6","7","2","70","17","11","28","52","2","0","2","5","0","0","4","3","0","5","60"
"2020","8,291","Actividades de agencias de cobranza y oficinas de calificación crediticia","0","0","2","0","0","0","6","0","0","13","4","0","0","1","0","0","0","0","0","0","1","1"
"2020","8,292","Actividades de envase y empaque","0","0","5","0","1","0","3","7","0","1","1","2","0","0","0","0","0","0","0","0","0","9"
"2020","8,299","Otras actividades de servicio de apoyo a las empresas n.c.p.","0","35","91","38","26","26","302","45","53","163","93","20","0","12","30","0","0","17","14","0","23","248"
"2020","8,411","Actividades legislativas de la administración pública","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,412","Actividades ejecutivas de la administración pública","0","0","1","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,413","Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","1","0"
"2020","8,414","Actividades reguladoras y facilitadoras de la actividad económica","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"2020","8,421","Relaciones exteriores","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,423","Orden público y actividades de seguridad","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,430","Actividades de planes de seguridad social de afiliación obligatoria","0","0","1","0","0","1","3","1","1","7","2","1","0","0","1","0","0","1","0","0","0","0"
"2020","8,511","Educación de la primera infancia","0","2","1","3","0","0","4","1","1","3","4","0","0","0","0","0","0","1","0","0","0","2"
"2020","8,512","Educación preescolar","0","7","14","6","2","0","6","3","5","3","11","2","0","0","3","0","0","1","1","0","1","14"
"2020","8,513","Educación básica primaria","0","2","0","0","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,521","Educación básica secundaria","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"2020","8,522","Educación media académica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"2020","8,523","Educación media técnica y de formación laboral","0","0","1","0","2","1","3","1","1","21","11","0","0","0","0","0","0","1","0","0","1","3"
"2020","8,530","Establecimientos que combinan diferentes niveles de educación","0","0","2","2","0","1","6","0","2","9","6","0","0","0","3","0","0","0","0","0","0","8"
"2020","8,541","Educación técnica profesional","0","1","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,543","Educación de instituciones universitarias o de escuelas tecnológicas","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,544","Educación de universidades","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2020","8,551","Formación académica no formal","0","1","12","4","2","0","33","2","14","38","35","1","0","1","4","0","0","3","3","0","1","32"
"2020","8,552","Enseñanza deportiva y recreativa","0","0","10","2","5","0","12","2","5","3","15","1","0","0","2","0","0","3","0","0","0","18"
"2020","8,553","Enseñanza cultural","0","2","7","1","0","0","8","0","6","5","13","2","0","0","1","0","0","2","0","0","0","8"
"2020","8,559","Otros tipos de educación n.c.p.","0","4","20","7","6","2","37","4","8","37","43","1","0","0","3","0","0","0","1","0","1","28"
"2020","8,560","Actividades de apoyo a la educación","0","0","5","1","1","0","17","0","3","3","10","0","0","0","4","0","0","0","0","0","1","7"
"2020","8,610","Actividades de hospitales y clínicas, con internación","0","0","7","3","0","0","14","0","2","3","12","0","0","0","0","0","0","0","0","0","0","20"
"2020","8,621","Actividades de la práctica médica, sin internación","0","4","42","3","4","3","215","7","5","81","68","1","0","0","2","0","0","0","0","0","0","106"
"2020","8,622","Actividades de la práctica odontológica","0","4","25","6","5","0","64","2","17","76","50","2","0","1","8","0","0","5","2","0","0","28"
"2020","8,691","Actividades de apoyo diagnóstico","0","3","16","0","2","1","46","2","4","42","17","0","0","0","3","0","0","0","1","0","1","15"
"2020","8,692","Actividades de apoyo terapéutico","0","4","26","6","7","1","41","5","23","26","48","3","0","0","4","0","0","3","0","0","2","42"
"2020","8,699","Otras actividades de atención de la salud humana","0","9","28","10","6","1","66","8","14","49","55","2","0","0","7","0","0","2","0","0","2","34"
"2020","8,710","Actividades de atención residencial medicalizada de tipo general","0","0","2","2","0","0","0","0","1","4","4","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,720","Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,730","Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas","0","1","9","3","0","0","4","0","5","6","31","0","0","0","0","0","0","0","0","0","2","10"
"2020","8,790","Otras actividades de atención en instituciones con alojamiento","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","1","2"
"2020","8,810","Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","0","0","0","0","0","0","1","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"2020","8,890","Otras actividades de asistencia social sin alojamiento","0","1","0","0","0","0","3","0","2","0","3","0","0","0","0","0","0","0","0","0","1","3"
"2020","9,001","Creación literaria","0","0","1","1","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1"
"2020","9,002","Creación musical","0","5","6","1","1","1","7","2","2","1","5","0","0","2","1","0","0","1","0","0","0","14"
"2020","9,003","Creación teatral","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1"
"2020","9,004","Creación audiovisual","0","3","22","4","3","1","24","5","15","6","35","1","0","1","8","0","0","0","0","0","0","13"
"2020","9,005","Artes plásticas y visuales","0","0","3","1","0","0","3","0","0","3","4","0","0","0","0","0","0","1","0","0","0","3"
"2020","9,006","Actividades teatrales","0","0","2","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","4"
"2020","9,007","Actividades de espectáculos musicales en vivo","0","1","11","4","7","3","35","12","16","10","24","2","0","0","9","0","0","7","0","0","3","42"
"2020","9,008","Otras actividades de espectáculos en vivo","0","0","7","2","1","0","5","2","8","5","6","1","0","0","2","0","0","0","0","0","0","7"
"2020","9,101","Actividades de bibliotecas y archivos","0","1","2","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","3"
"2020","9,102","Actividades y funcionamiento de museos, conservación de edificios y sitios históricos","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","9,103","Actividades de jardines botánicos, zoológicos y reservas naturales","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3"
"2020","9,200","Actividades de juegos de azar y apuestas","0","35","34","19","19","22","16","7","9","75","15","20","0","14","27","0","0","12","16","0","17","69"
"2020","9,311","Gestión de instalaciones deportivas","0","5","8","5","3","5","11","3","7","6","8","2","0","0","6","0","0","2","2","0","1","11"
"2020","9,312","Actividades de clubes deportivos","0","0","2","3","0","2","4","1","1","3","2","0","0","0","0","0","0","1","0","0","0","6"
"2020","9,319","Otras actividades deportivas","0","3","8","3","1","0","16","0","3","5","16","4","0","1","4","0","0","1","0","0","1","29"
"2020","9,321","Actividades de parques de atracciones y parques temáticos","0","1","0","0","0","0","5","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"2020","9,329","Otras actividades recreativas y de esparcimiento n.c.p.","0","10","12","7","6","10","23","7","8","11","18","9","0","9","9","0","0","7","8","0","1","50"
"2020","9,411","Actividades de asociaciones empresariales y de empleadores","0","0","0","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"2020","9,412","Actividades de asociaciones profesionales","0","0","1","0","0","0","3","0","2","3","1","0","0","0","0","0","0","0","0","0","0","1"
"2020","9,491","Actividades de asociaciones religiosas","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"2020","9,499","Actividades de otras asociaciones n.c.p.","0","0","1","0","0","0","2","1","0","4","0","0","0","0","2","0","0","1","0","0","0","5"
"2020","9,511","Mantenimiento y reparación de computadores y de equipo periférico","0","8","14","6","8","3","25","12","9","41","27","5","0","4","9","0","0","7","5","0","6","33"
"2020","9,512","Mantenimiento y reparación de equipos de comunicación","0","7","12","2","3","6","8","3","2","70","5","6","0","1","1","0","0","1","2","0","3","19"
"2020","9,521","Mantenimiento y reparación de aparatos electrónicos de consumo","0","4","9","1","5","2","6","1","4","19","16","2","0","0","0","0","0","2","2","0","0","4"
"2020","9,522","Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería","0","2","5","2","6","5","2","3","7","21","5","2","0","2","3","0","0","2","4","0","1","17"
"2020","9,523","Reparación de calzado y artículos de cuero","0","1","1","0","0","0","0","1","2","5","3","1","0","0","0","0","0","0","1","0","0","0"
"2020","9,524","Reparación de muebles y accesorios para el hogar","0","3","6","4","2","1","3","3","5","9","5","0","0","0","1","0","0","0","3","0","5","11"
"2020","9,529","Mantenimiento y reparación de otros efectos personales y enseres domésticos","0","3","17","7","1","3","10","3","9","39","17","1","0","1","4","0","0","2","1","0","1","17"
"2020","9,601","Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel","0","2","7","2","2","2","12","10","4","10","9","2","0","0","1","0","0","0","0","0","3","8"
"2020","9,602","Peluquería y otros tratamientos de belleza","0","106","258","98","81","54","182","70","147","254","319","56","0","24","77","0","0","49","29","0","44","314"
"2020","9,603","Pompas fúnebres y actividades relacionadas","0","4","1","0","0","1","1","1","1","23","5","1","0","0","1","0","0","0","2","0","0","4"
"2020","9,609","Otras actividades de servicios personales n.c.p.","0","24","56","17","10","13","71","20","36","82","76","7","0","3","12","0","0","14","5","0","12","89"
"2020","9,700","Actividades de los hogares individuales como empleadores de personal doméstico","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3"
"2020","9,810","Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2020","9,820","Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio","0","0","0","1","0","0","4","0","0","2","0","0","0","0","1","0","0","0","0","0","0","3"
"2021","0","Sin CIIU","0","0","2","1","0","0","4","0","0","7","4","0","0","0","2","0","1","0","2","1","0","0"
"2021","90","Rentistas de Capital","1","1","13","2","2","2","12","5","3","17","13","1","0","0","3","1","1","2","1","0","2","0"
"2021","111","Cultivo de cereales (excepto arroz), legumbres y semillas oleaginosas","0","0","1","0","0","0","14","1","1","3","0","0","0","0","1","0","0","1","0","0","1","0"
"2021","112","Cultivo de arroz","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2021","113","Cultivo de hortalizas, raíces y tubérculos","0","1","12","0","0","0","11","3","1","5","6","1","0","0","3","1","2","0","0","2","3","0"
"2021","115","Cultivo de plantas textiles","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"2021","119","Otros cultivos transitorios n.c.p.","0","0","3","0","0","0","9","0","1","2","7","0","0","0","0","0","0","0","0","0","1","0"
"2021","121","Cultivo de frutas tropicales y subtropicales","0","2","12","2","2","2","83","8","2","16","15","2","0","0","2","3","1","0","0","2","3","1"
"2021","122","Cultivo de plátano y banano","0","0","6","3","0","0","80","0","1","11","6","0","0","2","0","0","0","0","0","0","1","0"
"2021","123","Cultivo de café","0","1","12","0","1","0","26","3","1","5","5","0","0","0","3","2","1","0","0","0","2","1"
"2021","124","Cultivo de caña de azúcar","0","0","1","0","0","0","4","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0"
"2021","125","Cultivo de flor de corte","0","1","7","1","0","0","18","3","0","2","1","1","0","0","0","0","1","0","0","1","0","0"
"2021","126","Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos","0","1","3","0","0","0","17","3","0","3","0","0","0","0","0","0","0","1","0","0","2","0"
"2021","127","Cultivo de plantas con las que se preparan bebidas","0","0","0","0","0","0","2","1","0","2","1","0","0","0","0","1","0","0","0","0","0","0"
"2021","128","Cultivo de especias y de plantas aromáticas y medicinales","1","2","10","1","3","2","27","4","2","24","11","0","0","0","2","0","3","0","1","3","3","0"
"2021","129","Otros cultivos permanentes n.c.p.","0","0","5","2","1","0","16","1","1","3","5","0","0","0","0","0","0","0","0","0","2","0"
"2021","130","Propagación de plantas (actividades de los viveros, excepto viveros forestales)","0","2","11","0","2","1","10","2","3","3","7","1","0","1","2","6","0","3","0","1","1","1"
"2021","141","Cría de ganado bovino y bufalino","3","11","54","16","10","0","290","35","10","75","75","1","0","2","6","5","7","5","7","6","13","6"
"2021","142","Cría de caballos y otros equinos","0","0","1","0","0","0","7","0","0","1","3","0","0","0","1","1","0","0","0","0","0","1"
"2021","143","Cría de ovejas y cabras","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2021","144","Cría de ganado porcino","0","0","10","0","1","0","36","7","4","1","9","0","0","0","3","3","1","1","0","0","5","0"
"2021","145","Cría de aves de corral","1","0","3","0","2","0","4","0","0","9","3","0","0","0","1","4","0","1","0","0","0","0"
"2021","149","Cría de otros animales n.c.p.","2","3","0","3","1","1","7","1","2","2","6","1","0","0","2","0","2","2","1","2","3","0"
"2021","150","Explotación mixta (agrícola y pecuaria)","2","1","19","3","2","2","76","7","4","19","25","0","0","2","3","0","1","2","0","0","8","1"
"2021","161","Actividades de apoyo a la agricultura","0","1","24","1","2","2","52","9","5","14","14","0","0","0","2","2","1","2","3","2","3","1"
"2021","162","Actividades de apoyo a la ganadería","1","3","9","2","2","0","26","3","6","6","9","0","0","0","0","0","0","0","1","0","4","0"
"2021","163","Actividades posteriores a la cosecha","0","0","7","0","0","0","9","0","2","2","5","1","0","0","1","0","1","0","0","1","4","0"
"2021","164","Tratamiento de semillas para propagación","0","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2021","210","Silvicultura y otras actividades forestales","1","1","6","3","1","0","29","8","4","13","6","2","0","2","3","0","1","1","0","2","2","1"
"2021","220","Extracción de madera","0","0","0","1","0","1","3","0","0","7","2","0","0","0","1","1","0","0","0","0","1","0"
"2021","230","Recolección de productos forestales diferentes a la madera","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2021","240","Servicios de apoyo a la silvicultura","0","1","1","0","0","0","5","2","0","3","1","0","0","0","0","0","0","0","0","0","0","0"
"2021","311","Pesca marítima","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","312","Pesca de agua dulce","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","321","Acuicultura marítima","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","322","Acuicultura de agua dulce","1","0","7","1","2","0","4","1","2","5","6","0","0","0","0","1","1","0","0","1","1","0"
"2021","510","Extracción de hulla (carbón de piedra)","0","0","2","0","1","0","7","0","1","1","3","0","0","0","0","0","0","0","1","0","0","0"
"2021","520","Extracción de carbón lignito","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2021","710","Extracción de minerales de hierro","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","721","Extracción de minerales de uranio y de torio","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","722","Extracción de oro y otros metales preciosos","0","1","10","7","1","3","92","12","2","16","18","1","0","0","4","3","1","1","3","3","5","1"
"2021","729","Extracción de otros minerales metalíferos no ferrosos n.c.p.","0","0","0","0","0","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,394","Fabricación de cuerdas, cordeles, cables, bramantes y redes","0","0","2","1","2","0","0","1","1","2","2","0","0","0","2","1","0","0","0","0","0","0"
"2021","811","Extracción de piedra, arena, arcillas comunes, yeso y anhidrita","2","1","7","4","0","0","15","1","4","4","11","1","0","1","1","1","1","0","0","1","2","1"
"2021","812","Extracción de arcillas de uso industrial, caliza, caolín y bentonitas","0","0","1","1","0","0","4","3","0","0","2","0","0","0","0","0","0","1","0","0","0","0"
"2021","820","Extracción de esmeraldas, piedras preciosas y semipreciosas","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","891","Extracción de minerales para la fabricación de abonos y productos químicos","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2021","892","Extracción de halita (sal)","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","899","Extracción de otros minerales no metálicos n.c.p.","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2021","910","Actividades de apoyo para la extracción de petróleo y de gas natural","0","0","1","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"2021","990","Actividades de apoyo para otras actividades de explotación de minas y canteras","0","0","9","0","0","0","23","3","3","4","12","0","0","0","1","1","1","0","0","0","1","0"
"2021","1,011","Procesamiento y conservación de carne y productos cárnicos","0","9","16","3","22","3","10","19","8","23","12","0","0","1","5","1","3","3","2","1","5","0"
"2021","1,012","Procesamiento y conservación de pescados, crustáceos y moluscos","0","0","3","0","0","0","3","1","0","6","0","0","0","0","0","1","0","0","0","0","1","0"
"2021","1,020","Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos","6","2","35","14","12","4","22","20","10","23","18","3","0","2","4","3","6","4","4","1","6","2"
"2021","1,030","Elaboración de aceites y grasas de origen vegetal y animal","0","0","2","0","0","0","2","2","1","1","0","1","0","0","0","2","0","0","1","0","0","0"
"2021","1,040","Elaboración de productos lácteos","1","2","6","1","7","1","15","4","5","7","6","0","0","0","9","2","0","5","2","0","1","1"
"2021","1,051","Elaboración de productos de molinería","2","10","12","2","4","8","4","4","1","13","3","3","1","4","8","3","3","5","2","0","4","0"
"2021","1,052","Elaboración de almidones y productos derivados del almidón","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,061","Trilla de café","0","0","0","1","0","0","3","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,062","Descafeinado, tostión y molienda del café","0","0","2","1","0","0","5","5","1","2","2","0","0","0","1","1","0","1","0","0","0","0"
"2021","1,063","Otros derivados del café","0","0","2","1","0","0","4","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0"
"2021","1,071","Elaboración y refinación de azúcar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,072","Elaboración de panela","0","0","4","0","0","0","2","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,081","Elaboración de productos de panadería","6","80","117","57","60","50","73","75","56","188","118","34","0","33","49","27","23","35","28","6","49","3"
"2021","1,082","Elaboración de cacao, chocolate y productos de confitería","0","1","13","6","1","1","10","3","0","4","3","0","0","0","2","0","2","1","1","0","2","1"
"2021","1,083","Elaboración de macarrones, fideos, alcuzcuz y productos farináceos similares","0","0","1","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","1","0"
"2021","1,084","Elaboración de comidas y platos preparados","2","12","62","23","19","10","86","33","37","56","66","5","0","5","12","10","9","11","5","0","25","2"
"2021","1,089","Elaboración de otros productos alimenticios n.c.p.","4","24","49","16","16","12","48","46","19","40","32","9","0","9","17","9","4","16","7","2","11","1"
"2021","1,090","Elaboración de alimentos preparados para animales","0","0","6","1","3","1","6","10","1","1","7","0","0","0","2","0","0","0","0","2","1","0"
"2021","1,101","Destilación, rectificación y mezcla de bebidas alcohólicas","1","1","1","0","0","0","5","0","0","1","3","0","0","0","0","0","0","0","0","0","1","0"
"2021","1,102","Elaboración de bebidas fermentadas no destiladas","0","0","2","0","0","0","1","2","0","0","1","0","0","0","0","0","0","1","1","2","0","1"
"2021","1,103","Producción de malta, elaboración de cervezas y otras bebidas malteadas","0","0","5","0","0","1","6","3","3","3","6","2","0","0","2","3","1","0","1","0","0","0"
"2021","1,104","Elaboración de bebidas no alcohólicas, producción de aguas minerales y otras aguas embotelladas","0","3","5","1","1","2","9","8","2","8","2","0","0","0","2","1","0","3","2","0","0","0"
"2021","1,200","Elaboración de productos de tabaco","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,311","Preparación e hilatura de fibras textiles","0","2","0","0","2","0","2","2","0","4","2","1","0","0","3","1","0","0","0","0","0","0"
"2021","1,312","Tejeduría de productos textiles","0","2","6","3","2","2","7","14","3","18","5","1","0","0","0","1","1","3","1","1","2","0"
"2021","1,313","Acabado de productos textiles","3","8","38","15","14","16","13","53","8","112","26","2","0","1","9","8","4","12","2","0","13","3"
"2021","1,391","Fabricación de tejidos de punto y ganchillo","0","0","1","1","2","1","2","6","1","4","2","0","0","0","2","0","0","0","0","0","2","0"
"2021","1,392","Confección de artículos con materiales textiles, excepto prendas de vestir","2","9","16","3","6","6","13","15","9","18","16","2","0","1","7","3","5","3","3","0","5","2"
"2021","1,393","Fabricación de tapetes y alfombras para pisos","0","0","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2021","1,399","Fabricación de otros artículos textiles n.c.p.","0","4","10","5","3","3","14","16","11","30","14","4","1","1","2","4","1","3","0","1","2","0"
"2021","1,410","Confección de prendas de vestir, excepto prendas de piel","15","105","348","86","90","65","223","311","147","1,011","296","50","0","25","90","58","34","79","23","6","97","5"
"2021","1,420","Fabricación de artículos de piel","0","0","0","0","1","1","2","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0"
"2021","1,430","Fabricación de artículos de punto y ganchillo","0","0","2","0","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021","1,511","Curtido y recurtido de cueros; recurtido y teñido de pieles","0","0","0","0","1","0","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2021","1,512","Fabricación de artículos de viaje, bolsos de mano y artículos similares elaborados en cuero, y fabricación de artículos de talabartería y guarnicionería","1","5","10","6","8","1","9","7","1","19","8","1","0","1","5","1","1","5","0","2","0","0"
"2021","1,513","Fabricación de artículos de viaje, bolsos de mano y artículos similares; artículos de talabartería y guarnicionería elaborados en otros materiales","0","5","6","5","4","1","4","5","1","13","8","0","0","1","1","2","1","4","0","0","4","0"
"2021","1,521","Fabricación de calzado de cuero y piel, con cualquier tipo de suela","4","12","15","7","6","8","13","20","3","55","10","5","0","0","4","0","3","5","5","0","6","1"
"2021","1,522","Fabricación de otros tipos de calzado, excepto calzado de cuero y piel","1","4","2","4","2","5","2","2","3","33","3","3","0","0","2","1","1","0","2","0","2","0"
"2021","1,523","Fabricación de partes del calzado","1","3","5","0","1","2","1","7","0","7","0","0","0","0","0","0","1","1","2","0","1","1"
"2021","1,610","Aserrado, acepillado e impregnación de la madera","0","5","3","0","2","2","6","4","5","34","5","0","0","1","2","1","2","0","1","1","3","1"
"2021","1,620","Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles","0","0","0","0","0","0","1","2","0","2","2","0","0","1","1","0","0","0","0","0","0","0"
"2021","1,630","Fabricación de partes y piezas de madera, de carpintería y ebanistería para la construcción","2","15","27","7","5","7","11","18","4","51","13","7","0","0","15","7","2","4","7","1","5","1"
