comuna,año,level_2,empresas
Buenos Aires,2022,9201,39
Buenos Aires,2022,9204,20
Buenos Aires,2022,9206,32
Buenos Aires,2022,9221,20
Buenos Aires,2022,9230,137
Buenos Aires,2022,9232,25
Buenos Aires,2022,9233,69
Buenos Aires,2022,9236,132
Buenos Aires,2022,9253,58
Buenos Aires,2022,9281,33
Buenos Aires,2022,9284,134
Buenos Aires,2022,9285,32
Buenos Aires,2022,9286,22
Buenos Aires,2022,9287,25
Buenos Aires,2022,9288,43
Buenos Aires,2022,9289,63
Buenos Aires,2022,9291,36
Buenos Aires,2022,9295,44
Buenos Aires,2022,9299,35
Buenos Aires,2022,9310,23
Buenos Aires,2022,9323,18
Buenos Aires,2022,9326,63
Buenos Aires,2022,9372,21
Buenos Aires,2022,9390,136
Buenos Aires,2022,9392,26
Castilla,2018,9442,18
Castilla,2018,9453,51
Castilla,2018,9457,17
Castilla,2018,9472,99
Castilla,2018,9508,11
Castilla,2018,9522,25
Castilla,2018,9528,14
Castilla,2018,9569,14
Castilla,2018,9578,28
Castilla,2018,9597,28
Castilla,2018,9601,25
Castilla,2018,9604,19
Castilla,2018,9605,12
Castilla,2018,9607,41
Castilla,2018,9608,12
Castilla,2018,9611,63
Castilla,2018,9612,51
Castilla,2018,9613,24
Castilla,2018,9616,11
Castilla,2018,9617,19
Castilla,2018,9636,236
Castilla,2018,9637,90
Castilla,2018,9638,21
Castilla,2018,9639,19
Castilla,2018,9640,35
Castilla,2018,9641,38
Castilla,2018,9642,24
Castilla,2018,9644,14
Castilla,2018,9645,25
Castilla,2018,9648,52
Castilla,2018,9652,31
Castilla,2018,9653,27
Castilla,2018,9656,50
Castilla,2018,9658,67
Castilla,2018,9659,17
Castilla,2018,9664,11
Castilla,2018,9666,32
Castilla,2018,9669,22
Castilla,2018,9671,25
Castilla,2018,9681,18
Castilla,2018,9687,12
Castilla,2018,9688,19
Castilla,2018,9696,100
Castilla,2018,9698,44
Castilla,2018,9699,57
Castilla,2018,9700,13
Castilla,2018,9702,89
Castilla,2018,9718,15
Castilla,2018,9719,15
Castilla,2018,9746,17
Castilla,2018,9749,30
Castilla,2018,9754,23
Castilla,2018,9755,21
Castilla,2018,9759,24
Castilla,2018,9764,14
Castilla,2018,9791,21
Castilla,2018,9835,18
Castilla,2018,9853,91
Castilla,2018,9855,11
Castilla,2019,9906,21
Castilla,2019,9908,11
Castilla,2019,9917,54
Castilla,2019,9921,14
Castilla,2019,9930,12
Castilla,2019,9936,95
Castilla,2019,9986,23
Castilla,2019,9992,13
Castilla,2019,10033,13
Castilla,2019,10042,27
Castilla,2019,10062,26
Castilla,2019,10066,28
Castilla,2019,10069,19
Castilla,2019,10070,12
Castilla,2019,10072,39
Castilla,2019,10073,14
Castilla,2019,10076,76
Castilla,2019,10077,62
Castilla,2019,10078,19
Castilla,2019,10079,14
Castilla,2019,10082,17
Castilla,2019,10096,13
Castilla,2019,10102,248
Castilla,2019,10103,91
Castilla,2019,10104,23
Castilla,2019,10105,22
Castilla,2019,10106,40
Castilla,2019,10107,36
Castilla,2019,10108,28
Castilla,2019,10110,14
Castilla,2019,10111,26
Castilla,2019,10114,48
Castilla,2019,10118,41
Castilla,2019,10119,33
Castilla,2019,10122,46
Castilla,2019,10124,71
Castilla,2019,10125,17
Castilla,2019,10130,15
Castilla,2019,10132,31
Castilla,2019,10135,22
Castilla,2019,10137,34
Castilla,2019,10147,18
Castilla,2019,10153,14
Castilla,2019,10154,17
Castilla,2019,10162,103
Castilla,2019,10164,49
Castilla,2019,10165,58
Castilla,2019,10166,11
Castilla,2019,10168,84
Castilla,2019,10184,11
Castilla,2019,10185,17
Castilla,2019,10212,17
Castilla,2019,10215,33
Castilla,2019,10220,20
Castilla,2019,10221,18
Castilla,2019,10225,21
Castilla,2019,10229,11
Castilla,2019,10253,11
Castilla,2019,10256,30
Castilla,2019,10302,23
Castilla,2019,10320,89
Castilla,2020,10374,21
Castilla,2020,10386,51
Castilla,2020,10389,12
Castilla,2020,10390,13
Castilla,2020,10399,12
Castilla,2020,10405,86
Castilla,2020,10455,24
Castilla,2020,10461,14
Castilla,2020,10502,14
Castilla,2020,10511,30
Castilla,2020,10531,22
Castilla,2020,10535,24
Castilla,2020,10538,15
Castilla,2020,10539,11
Castilla,2020,10541,33
Castilla,2020,10542,12
Castilla,2020,10545,73
Castilla,2020,10546,47
Castilla,2020,10547,22
Castilla,2020,10548,17
Castilla,2020,10551,14
Castilla,2020,10565,12
Castilla,2020,10570,222
Castilla,2020,10571,79
Castilla,2020,10572,16
Castilla,2020,10573,22
Castilla,2020,10574,35
Castilla,2020,10575,33
Castilla,2020,10576,28
Castilla,2020,10578,12
Castilla,2020,10579,23
Castilla,2020,10582,50
Castilla,2020,10586,39
Castilla,2020,10587,28
Castilla,2020,10590,44
Castilla,2020,10592,75
Castilla,2020,10593,15
Castilla,2020,10598,17
Castilla,2020,10600,26
Castilla,2020,10602,21
Castilla,2020,10604,34
Castilla,2020,10614,14
Castilla,2020,10618,12
Castilla,2020,10620,16
Castilla,2020,10621,15
Castilla,2020,10629,85
Castilla,2020,10631,38
Castilla,2020,10632,48
Castilla,2020,10635,74
Castilla,2020,10651,13
Castilla,2020,10652,18
Castilla,2020,10681,15
Castilla,2020,10684,36
Castilla,2020,10689,21
Castilla,2020,10690,21
Castilla,2020,10694,15
Castilla,2020,10725,26
Castilla,2020,10771,19
Castilla,2020,10789,81
Castilla,2021,10846,22
Castilla,2021,10858,60
Castilla,2021,10861,19
Castilla,2021,10862,16
Castilla,2021,10871,14
Castilla,2021,10876,90
Castilla,2021,10926,22
Castilla,2021,10932,13
Castilla,2021,10973,15
Castilla,2021,10982,33
Castilla,2021,11002,27
Castilla,2021,11006,32
Castilla,2021,11009,23
Castilla,2021,11010,14
Castilla,2021,11012,46
Castilla,2021,11013,13
Castilla,2021,11016,71
Castilla,2021,11017,56
Castilla,2021,11018,16
Castilla,2021,11019,15
Castilla,2021,11022,20
Castilla,2021,11036,16
Castilla,2021,11040,14
Castilla,2021,11041,261
Castilla,2021,11042,89
Castilla,2021,11043,25
Castilla,2021,11044,25
Castilla,2021,11045,42
Castilla,2021,11046,43
Castilla,2021,11047,24
Castilla,2021,11050,28
Castilla,2021,11053,55
Castilla,2021,11057,41
Castilla,2021,11058,32
Castilla,2021,11061,54
Castilla,2021,11063,100
Castilla,2021,11064,21
Castilla,2021,11069,33
Castilla,2021,11071,20
Castilla,2021,11074,24
Castilla,2021,11076,63
Castilla,2021,11091,13
Castilla,2021,11093,15
Castilla,2021,11094,15
Castilla,2021,11102,97
Castilla,2021,11103,13
Castilla,2021,11104,41
Castilla,2021,11105,62
Castilla,2021,11108,92
Castilla,2021,11125,22
Castilla,2021,11157,23
Castilla,2021,11160,36
Castilla,2021,11161,16
Castilla,2021,11164,15
Castilla,2021,11165,25
Castilla,2021,11172,25
Castilla,2021,11176,19
Castilla,2021,11203,38
Castilla,2021,11252,20
Castilla,2021,11271,81
Castilla,2021,11273,20
Castilla,2022,11325,22
Castilla,2022,11337,64
Castilla,2022,11340,17
Castilla,2022,11341,15
Castilla,2022,11349,17
Castilla,2022,11355,103
Castilla,2022,11404,23
Castilla,2022,11410,15
Castilla,2022,11452,16
Castilla,2022,11461,32
Castilla,2022,11481,45
Castilla,2022,11485,37
Castilla,2022,11488,25
Castilla,2022,11489,18
Castilla,2022,11491,52
Castilla,2022,11495,77
Castilla,2022,11496,55
Castilla,2022,11497,21
Castilla,2022,11498,21
Castilla,2022,11501,16
Castilla,2022,11515,15
Castilla,2022,11519,15
Castilla,2022,11520,271
Castilla,2022,11521,96
Castilla,2022,11522,23
Castilla,2022,11523,23
Castilla,2022,11524,45
Castilla,2022,11525,50
Castilla,2022,11526,25
Castilla,2022,11528,13
Castilla,2022,11529,31
Castilla,2022,11532,59
Castilla,2022,11536,40
Castilla,2022,11537,37
Castilla,2022,11540,69
Castilla,2022,11542,103
Castilla,2022,11543,23
Castilla,2022,11548,40
Castilla,2022,11550,27
Castilla,2022,11553,21
Castilla,2022,11555,66
Castilla,2022,11568,13
Castilla,2022,11570,17
Castilla,2022,11571,14
Castilla,2022,11579,109
Castilla,2022,11581,47
Castilla,2022,11582,63
Castilla,2022,11585,106
Castilla,2022,11602,21
Castilla,2022,11630,23
Castilla,2022,11633,67
Castilla,2022,11635,14
Castilla,2022,11637,13
Castilla,2022,11638,23
Castilla,2022,11640,20
Castilla,2022,11644,20
Castilla,2022,11648,13
Castilla,2022,11649,13
Castilla,2022,11659,13
Castilla,2022,11660,14
Castilla,2022,11675,53
Castilla,2022,11695,13
Castilla,2022,11721,25
Castilla,2022,11739,92
Castilla,2022,11741,18
Doce De Octubre,2018,11802,60
Doce De Octubre,2018,11806,8
Doce De Octubre,2018,11815,8
Doce De Octubre,2018,11821,68
Doce De Octubre,2018,11827,13
Doce De Octubre,2018,11828,9
Doce De Octubre,2018,11832,8
Doce De Octubre,2018,11871,17
Doce De Octubre,2018,11918,12
Doce De Octubre,2018,11925,11
Doce De Octubre,2018,11927,14
Doce De Octubre,2018,11944,7
Doce De Octubre,2018,11946,57
Doce De Octubre,2018,11947,6
Doce De Octubre,2018,11950,34
Doce De Octubre,2018,11953,19
Doce De Octubre,2018,11954,8
Doce De Octubre,2018,11955,12
Doce De Octubre,2018,11956,55
Doce De Octubre,2018,11957,11
Doce De Octubre,2018,11960,17
Doce De Octubre,2018,11961,14
Doce De Octubre,2018,11962,13
Doce De Octubre,2018,11963,10
Doce De Octubre,2018,11984,6
Doce De Octubre,2018,11985,292
Doce De Octubre,2018,11986,79
Doce De Octubre,2018,11987,22
Doce De Octubre,2018,11989,51
Doce De Octubre,2018,11990,37
Doce De Octubre,2018,11991,11
Doce De Octubre,2018,11994,17
Doce De Octubre,2018,11997,60
Doce De Octubre,2018,12000,9
Doce De Octubre,2018,12001,13
Doce De Octubre,2018,12002,26
Doce De Octubre,2018,12005,39
Doce De Octubre,2018,12006,7
Doce De Octubre,2018,12007,77
Doce De Octubre,2018,12008,8
Doce De Octubre,2018,12013,10
Doce De Octubre,2018,12015,27
Doce De Octubre,2018,12020,11
Doce De Octubre,2018,12036,13
Doce De Octubre,2018,12045,42
Doce De Octubre,2018,12047,26
Doce De Octubre,2018,12048,47
Doce De Octubre,2018,12051,94
Doce De Octubre,2018,12067,12
Doce De Octubre,2018,12068,7
Doce De Octubre,2018,12095,7
Doce De Octubre,2018,12103,9
Doce De Octubre,2018,12104,9
Doce De Octubre,2018,12110,8
Doce De Octubre,2018,12112,6
Doce De Octubre,2018,12128,7
Doce De Octubre,2018,12140,22
Doce De Octubre,2018,12147,7
Doce De Octubre,2018,12184,23
Doce De Octubre,2018,12189,13
Doce De Octubre,2018,12202,55
Doce De Octubre,2018,12204,12
Doce De Octubre,2019,12266,62
Doce De Octubre,2019,12270,8
Doce De Octubre,2019,12279,10
Doce De Octubre,2019,12285,80
Doce De Octubre,2019,12291,10
Doce De Octubre,2019,12292,7
Doce De Octubre,2019,12296,7
Doce De Octubre,2019,12335,15
Doce De Octubre,2019,12341,7
Doce De Octubre,2019,12382,12
Doce De Octubre,2019,12389,10
Doce De Octubre,2019,12391,22
Doce De Octubre,2019,12409,8
Doce De Octubre,2019,12411,50
Doce De Octubre,2019,12412,8
Doce De Octubre,2019,12415,34
Doce De Octubre,2019,12418,21
Doce De Octubre,2019,12419,12
Doce De Octubre,2019,12420,9
Doce De Octubre,2019,12421,42
Doce De Octubre,2019,12422,12
Doce De Octubre,2019,12425,14
Doce De Octubre,2019,12426,14
Doce De Octubre,2019,12427,17
Doce De Octubre,2019,12428,11
Doce De Octubre,2019,12445,6
Doce De Octubre,2019,12450,7
Doce De Octubre,2019,12451,310
Doce De Octubre,2019,12452,85
Doce De Octubre,2019,12453,21
Doce De Octubre,2019,12454,6
Doce De Octubre,2019,12455,44
Doce De Octubre,2019,12456,38
Doce De Octubre,2019,12457,16
Doce De Octubre,2019,12460,18
Doce De Octubre,2019,12463,60
Doce De Octubre,2019,12466,8
Doce De Octubre,2019,12467,12
Doce De Octubre,2019,12468,34
Doce De Octubre,2019,12471,33
Doce De Octubre,2019,12472,7
Doce De Octubre,2019,12473,82
Doce De Octubre,2019,12474,7
Doce De Octubre,2019,12479,16
Doce De Octubre,2019,12481,20
Doce De Octubre,2019,12486,7
Doce De Octubre,2019,12502,9
Doce De Octubre,2019,12511,45
Doce De Octubre,2019,12513,23
Doce De Octubre,2019,12514,47
Doce De Octubre,2019,12515,8
Doce De Octubre,2019,12517,77
Doce De Octubre,2019,12533,11
Doce De Octubre,2019,12534,9
Doce De Octubre,2019,12561,9
Doce De Octubre,2019,12564,7
Doce De Octubre,2019,12569,9
Doce De Octubre,2019,12570,7
Doce De Octubre,2019,12574,8
Doce De Octubre,2019,12576,8
Doce De Octubre,2019,12590,6
Doce De Octubre,2019,12605,28
Doce De Octubre,2019,12646,7
Doce De Octubre,2019,12651,20
Doce De Octubre,2019,12656,10
Doce De Octubre,2019,12662,8
Doce De Octubre,2019,12669,56
Doce De Octubre,2019,12671,15
Doce De Octubre,2020,12725,6
Doce De Octubre,2020,12735,53
Doce De Octubre,2020,12738,7
Doce De Octubre,2020,12739,11
Doce De Octubre,2020,12748,12
Doce De Octubre,2020,12754,62
Doce De Octubre,2020,12760,6
Doce De Octubre,2020,12804,10
Doce De Octubre,2020,12810,7
Doce De Octubre,2020,12851,14
Doce De Octubre,2020,12858,10
Doce De Octubre,2020,12860,21
Doce De Octubre,2020,12878,9
Doce De Octubre,2020,12880,34
Doce De Octubre,2020,12881,6
Doce De Octubre,2020,12884,31
Doce De Octubre,2020,12887,17
Doce De Octubre,2020,12888,11
Doce De Octubre,2020,12889,6
Doce De Octubre,2020,12890,38
Doce De Octubre,2020,12891,12
Doce De Octubre,2020,12894,15
Doce De Octubre,2020,12895,11
Doce De Octubre,2020,12896,18
Doce De Octubre,2020,12897,10
Doce De Octubre,2020,12914,7
Doce De Octubre,2020,12918,8
Doce De Octubre,2020,12919,277
Doce De Octubre,2020,12920,75
Doce De Octubre,2020,12921,22
Doce De Octubre,2020,12922,9
Doce De Octubre,2020,12923,48
Doce De Octubre,2020,12924,30
Doce De Octubre,2020,12925,13
Doce De Octubre,2020,12928,16
Doce De Octubre,2020,12931,62
Doce De Octubre,2020,12935,20
Doce De Octubre,2020,12936,43
Doce De Octubre,2020,12939,36
Doce De Octubre,2020,12941,77
Doce De Octubre,2020,12942,7
Doce De Octubre,2020,12947,18
Doce De Octubre,2020,12949,16
Doce De Octubre,2020,12953,8
Doce De Octubre,2020,12969,11
Doce De Octubre,2020,12978,30
Doce De Octubre,2020,12980,17
Doce De Octubre,2020,12981,34
Doce De Octubre,2020,12984,51
Doce De Octubre,2020,13000,8
Doce De Octubre,2020,13001,9
Doce De Octubre,2020,13030,8
Doce De Octubre,2020,13038,14
Doce De Octubre,2020,13043,8
Doce De Octubre,2020,13058,6
Doce De Octubre,2020,13074,26
Doce De Octubre,2020,13120,22
Doce De Octubre,2020,13125,10
Doce De Octubre,2020,13131,6
Doce De Octubre,2020,13138,54
Doce De Octubre,2020,13140,13
Doce De Octubre,2021,13200,8
Doce De Octubre,2021,13207,50
Doce De Octubre,2021,13210,10
Doce De Octubre,2021,13211,12
Doce De Octubre,2021,13220,16
Doce De Octubre,2021,13225,65
Doce De Octubre,2021,13231,8
Doce De Octubre,2021,13242,8
Doce De Octubre,2021,13275,12
Doce De Octubre,2021,13322,14
Doce De Octubre,2021,13329,14
Doce De Octubre,2021,13331,17
Doce De Octubre,2021,13351,42
Doce De Octubre,2021,13352,9
Doce De Octubre,2021,13355,35
Doce De Octubre,2021,13358,27
Doce De Octubre,2021,13359,13
Doce De Octubre,2021,13360,8
Doce De Octubre,2021,13361,44
Doce De Octubre,2021,13362,15
Doce De Octubre,2021,13365,18
Doce De Octubre,2021,13366,13
Doce De Octubre,2021,13367,14
Doce De Octubre,2021,13368,15
Doce De Octubre,2021,13371,10
Doce De Octubre,2021,13385,11
Doce De Octubre,2021,13389,9
Doce De Octubre,2021,13390,293
Doce De Octubre,2021,13391,95
Doce De Octubre,2021,13392,19
Doce De Octubre,2021,13394,53
Doce De Octubre,2021,13395,38
Doce De Octubre,2021,13396,17
Doce De Octubre,2021,13399,23
Doce De Octubre,2021,13402,63
Doce De Octubre,2021,13405,8
Doce De Octubre,2021,13406,30
Doce De Octubre,2021,13407,48
Doce De Octubre,2021,13410,39
Doce De Octubre,2021,13412,96
Doce De Octubre,2021,13413,13
Doce De Octubre,2021,13418,31
Doce De Octubre,2021,13420,23
Doce De Octubre,2021,13425,10
Doce De Octubre,2021,13442,14
Doce De Octubre,2021,13451,41
Doce De Octubre,2021,13453,18
Doce De Octubre,2021,13454,34
Doce De Octubre,2021,13457,74
Doce De Octubre,2021,13473,9
Doce De Octubre,2021,13506,8
Doce De Octubre,2021,13514,14
Doce De Octubre,2021,13521,13
Doce De Octubre,2021,13523,8
Doce De Octubre,2021,13525,8
Doce De Octubre,2021,13536,10
Doce De Octubre,2021,13552,40
Doce De Octubre,2021,13601,27
Doce De Octubre,2021,13606,8
Doce De Octubre,2021,13615,8
Doce De Octubre,2021,13620,63
Doce De Octubre,2021,13622,14
Doce De Octubre,2022,13686,49
Doce De Octubre,2022,13689,16
Doce De Octubre,2022,13690,13
Doce De Octubre,2022,13698,13
Doce De Octubre,2022,13704,78
Doce De Octubre,2022,13710,10
Doce De Octubre,2022,13711,8
Doce De Octubre,2022,13715,10
Doce De Octubre,2022,13721,9
Doce De Octubre,2022,13732,8
Doce De Octubre,2022,13753,17
Doce De Octubre,2022,13759,9
Doce De Octubre,2022,13801,12
Doce De Octubre,2022,13808,16
Doce De Octubre,2022,13810,17
Doce De Octubre,2022,13828,11
Doce De Octubre,2022,13830,42
Doce De Octubre,2022,13831,9
Doce De Octubre,2022,13834,39
Doce De Octubre,2022,13837,29
Doce De Octubre,2022,13838,18
Doce De Octubre,2022,13839,8
Doce De Octubre,2022,13840,45
Doce De Octubre,2022,13841,17
Doce De Octubre,2022,13844,24
Doce De Octubre,2022,13845,13
Doce De Octubre,2022,13846,14
Doce De Octubre,2022,13847,19
Doce De Octubre,2022,13850,9
Doce De Octubre,2022,13864,9
Doce De Octubre,2022,13868,9
Doce De Octubre,2022,13869,315
Doce De Octubre,2022,13870,93
Doce De Octubre,2022,13871,19
Doce De Octubre,2022,13873,54
Doce De Octubre,2022,13874,46
Doce De Octubre,2022,13875,18
Doce De Octubre,2022,13878,23
Doce De Octubre,2022,13881,68
Doce De Octubre,2022,13885,29
Doce De Octubre,2022,13886,52
Doce De Octubre,2022,13889,50
Doce De Octubre,2022,13891,114
Doce De Octubre,2022,13892,16
Doce De Octubre,2022,13897,25
Doce De Octubre,2022,13899,18
Doce De Octubre,2022,13904,15
Doce De Octubre,2022,13919,11
Doce De Octubre,2022,13928,40
Doce De Octubre,2022,13929,9
Doce De Octubre,2022,13930,15
Doce De Octubre,2022,13931,40
Doce De Octubre,2022,13934,87
Doce De Octubre,2022,13950,11
Doce De Octubre,2022,13951,12
Doce De Octubre,2022,13979,11
Doce De Octubre,2022,13982,9
Doce De Octubre,2022,13983,8
Doce De Octubre,2022,13984,8
Doce De Octubre,2022,13987,12
Doce De Octubre,2022,13993,19
Doce De Octubre,2022,13995,9
Doce De Octubre,2022,13997,8
Doce De Octubre,2022,14008,14
Doce De Octubre,2022,14009,10
Doce De Octubre,2022,14024,36
Doce De Octubre,2022,14070,40
Doce De Octubre,2022,14075,8
Doce De Octubre,2022,14081,8
Doce De Octubre,2022,14088,69
Doce De Octubre,2022,14090,12
El Poblado,2018,14100,61
El Poblado,2018,14101,88
El Poblado,2018,14110,221
El Poblado,2018,14116,71
El Poblado,2018,14132,114
El Poblado,2018,14151,81
El Poblado,2018,14154,80
El Poblado,2018,14170,185
El Poblado,2018,14295,364
El Poblado,2018,14299,231
El Poblado,2018,14306,69
El Poblado,2018,14308,125
El Poblado,2018,14309,104
El Poblado,2018,14310,64
El Poblado,2018,14314,68
El Poblado,2018,14315,74
El Poblado,2018,14321,71
El Poblado,2018,14326,79
El Poblado,2018,14332,59
El Poblado,2018,14333,143
El Poblado,2018,14334,101
El Poblado,2018,14335,83
El Poblado,2018,14343,205
El Poblado,2018,14354,189
El Poblado,2018,14356,110
El Poblado,2018,14357,108
El Poblado,2018,14362,73
El Poblado,2018,14364,87
El Poblado,2018,14369,88
El Poblado,2018,14383,59
El Poblado,2018,14386,102
El Poblado,2018,14390,89
El Poblado,2018,14394,477
El Poblado,2018,14395,70
El Poblado,2018,14396,97
El Poblado,2018,14397,100
El Poblado,2018,14400,150
El Poblado,2018,14417,219
El Poblado,2018,14418,130
El Poblado,2018,14419,89
El Poblado,2018,14430,99
El Poblado,2018,14431,68
El Poblado,2018,14440,73
El Poblado,2018,14444,269
El Poblado,2018,14448,294
El Poblado,2018,14449,293
El Poblado,2018,14450,108
El Poblado,2018,14451,466
El Poblado,2018,14452,543
El Poblado,2018,14453,393
El Poblado,2018,14457,213
El Poblado,2018,14459,101
El Poblado,2018,14462,423
El Poblado,2018,14468,60
El Poblado,2018,14473,70
El Poblado,2018,14474,61
El Poblado,2018,14486,75
El Poblado,2018,14489,305
El Poblado,2018,14511,191
El Poblado,2018,14515,59
El Poblado,2018,14551,202
El Poblado,2018,14553,71
El Poblado,2019,14564,87
El Poblado,2019,14573,242
El Poblado,2019,14579,68
El Poblado,2019,14594,91
El Poblado,2019,14615,66
El Poblado,2019,14618,80
El Poblado,2019,14634,203
El Poblado,2019,14746,63
El Poblado,2019,14760,343
El Poblado,2019,14764,217
El Poblado,2019,14771,83
El Poblado,2019,14773,122
El Poblado,2019,14774,111
El Poblado,2019,14775,67
El Poblado,2019,14778,62
El Poblado,2019,14779,69
El Poblado,2019,14780,84
El Poblado,2019,14786,82
El Poblado,2019,14791,89
El Poblado,2019,14799,121
El Poblado,2019,14800,96
El Poblado,2019,14801,91
El Poblado,2019,14809,210
El Poblado,2019,14820,198
El Poblado,2019,14822,112
El Poblado,2019,14823,98
El Poblado,2019,14828,75
El Poblado,2019,14830,79
El Poblado,2019,14835,97
El Poblado,2019,14849,62
El Poblado,2019,14852,123
El Poblado,2019,14856,86
El Poblado,2019,14860,504
El Poblado,2019,14861,72
El Poblado,2019,14862,90
El Poblado,2019,14863,105
El Poblado,2019,14866,147
El Poblado,2019,14883,267
El Poblado,2019,14884,150
El Poblado,2019,14885,85
El Poblado,2019,14896,92
El Poblado,2019,14897,80
El Poblado,2019,14906,66
El Poblado,2019,14910,292
El Poblado,2019,14914,329
El Poblado,2019,14915,306
El Poblado,2019,14916,115
El Poblado,2019,14917,505
El Poblado,2019,14918,554
El Poblado,2019,14919,390
El Poblado,2019,14923,214
El Poblado,2019,14925,103
El Poblado,2019,14927,403
El Poblado,2019,14933,60
El Poblado,2019,14938,75
El Poblado,2019,14939,77
El Poblado,2019,14948,61
El Poblado,2019,14951,89
El Poblado,2019,14954,322
El Poblado,2019,14977,224
El Poblado,2019,14978,62
El Poblado,2019,14981,72
El Poblado,2019,15018,212
El Poblado,2019,15020,91
El Poblado,2020,15032,62
El Poblado,2020,15033,83
El Poblado,2020,15042,246
El Poblado,2020,15048,67
El Poblado,2020,15063,101
El Poblado,2020,15084,70
El Poblado,2020,15087,61
El Poblado,2020,15103,195
El Poblado,2020,15215,66
El Poblado,2020,15229,302
El Poblado,2020,15233,207
El Poblado,2020,15240,71
El Poblado,2020,15242,115
El Poblado,2020,15243,105
El Poblado,2020,15244,59
El Poblado,2020,15247,71
El Poblado,2020,15249,88
El Poblado,2020,15255,78
El Poblado,2020,15260,79
El Poblado,2020,15266,65
El Poblado,2020,15267,100
El Poblado,2020,15268,83
El Poblado,2020,15269,70
El Poblado,2020,15277,172
El Poblado,2020,15288,170
El Poblado,2020,15290,105
El Poblado,2020,15291,89
El Poblado,2020,15296,99
El Poblado,2020,15298,78
El Poblado,2020,15302,82
El Poblado,2020,15316,61
El Poblado,2020,15319,129
El Poblado,2020,15323,70
El Poblado,2020,15327,390
El Poblado,2020,15329,73
El Poblado,2020,15330,65
El Poblado,2020,15333,107
El Poblado,2020,15350,307
El Poblado,2020,15351,163
El Poblado,2020,15352,94
El Poblado,2020,15364,88
El Poblado,2020,15365,87
El Poblado,2020,15375,60
El Poblado,2020,15379,281
El Poblado,2020,15383,293
El Poblado,2020,15384,299
El Poblado,2020,15385,116
El Poblado,2020,15386,525
El Poblado,2020,15387,543
El Poblado,2020,15388,371
El Poblado,2020,15392,198
El Poblado,2020,15394,88
El Poblado,2020,15396,369
El Poblado,2020,15402,57
El Poblado,2020,15407,67
El Poblado,2020,15417,63
El Poblado,2020,15420,70
El Poblado,2020,15423,302
El Poblado,2020,15447,215
El Poblado,2020,15448,64
El Poblado,2020,15451,66
El Poblado,2020,15487,182
El Poblado,2020,15489,71
El Poblado,2021,15500,83
El Poblado,2021,15501,80
El Poblado,2021,15510,290
El Poblado,2021,15516,76
El Poblado,2021,15533,92
El Poblado,2021,15556,73
El Poblado,2021,15559,86
El Poblado,2021,15574,223
El Poblado,2021,15686,74
El Poblado,2021,15700,327
El Poblado,2021,15701,58
El Poblado,2021,15704,240
El Poblado,2021,15710,62
El Poblado,2021,15711,95
El Poblado,2021,15713,138
El Poblado,2021,15714,101
El Poblado,2021,15715,61
El Poblado,2021,15718,70
El Poblado,2021,15719,57
El Poblado,2021,15720,89
El Poblado,2021,15726,105
El Poblado,2021,15731,80
El Poblado,2021,15733,85
El Poblado,2021,15734,64
El Poblado,2021,15738,117
El Poblado,2021,15739,103
El Poblado,2021,15740,67
El Poblado,2021,15745,58
El Poblado,2021,15748,200
El Poblado,2021,15755,57
El Poblado,2021,15759,199
El Poblado,2021,15761,141
El Poblado,2021,15762,91
El Poblado,2021,15767,151
El Poblado,2021,15769,84
El Poblado,2021,15774,95
El Poblado,2021,15789,59
El Poblado,2021,15792,136
El Poblado,2021,15796,86
El Poblado,2021,15800,455
El Poblado,2021,15801,62
El Poblado,2021,15802,82
El Poblado,2021,15803,82
El Poblado,2021,15806,142
El Poblado,2021,15823,413
El Poblado,2021,15824,181
El Poblado,2021,15825,91
El Poblado,2021,15838,101
El Poblado,2021,15840,94
El Poblado,2021,15851,74
El Poblado,2021,15854,58
El Poblado,2021,15855,320
El Poblado,2021,15859,361
El Poblado,2021,15860,351
El Poblado,2021,15861,130
El Poblado,2021,15862,668
El Poblado,2021,15863,612
El Poblado,2021,15865,165
El Poblado,2021,15866,235
El Poblado,2021,15870,222
El Poblado,2021,15872,124
El Poblado,2021,15874,455
El Poblado,2021,15880,66
El Poblado,2021,15885,69
El Poblado,2021,15886,71
El Poblado,2021,15895,69
El Poblado,2021,15897,59
El Poblado,2021,15898,67
El Poblado,2021,15901,373
El Poblado,2021,15926,278
El Poblado,2021,15927,83
El Poblado,2021,15928,57
El Poblado,2021,15929,59
El Poblado,2021,15930,72
El Poblado,2021,15969,198
El Poblado,2021,15971,76
El Poblado,2022,15983,101
El Poblado,2022,15993,325
El Poblado,2022,15999,89
El Poblado,2022,16012,89
El Poblado,2022,16035,82
El Poblado,2022,16038,81
El Poblado,2022,16053,253
El Poblado,2022,16165,100
El Poblado,2022,16179,366
El Poblado,2022,16180,70
El Poblado,2022,16183,261
El Poblado,2022,16189,86
El Poblado,2022,16190,100
El Poblado,2022,16192,151
El Poblado,2022,16193,111
El Poblado,2022,16194,79
El Poblado,2022,16197,70
El Poblado,2022,16199,115
El Poblado,2022,16205,117
El Poblado,2022,16210,85
El Poblado,2022,16212,77
El Poblado,2022,16213,70
El Poblado,2022,16217,134
El Poblado,2022,16218,122
El Poblado,2022,16219,93
El Poblado,2022,16227,205
El Poblado,2022,16238,224
El Poblado,2022,16240,166
